Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6562593770510742,0.6788071348935952,0.6421221156845637,118.6,-0.15816106623969972,1.8442,288.61,21.22,22.09,289.47
2,0.6652507312638118,0.6814742010004325,0.6529699037081366,112.64,-0.338947721797487,1.721,260.31,20.83,21.69,261.17
3,0.6752165923859798,0.6880649423463113,0.6650101791018804,102.28,-0.2844358491046088,1.8761,227.26,20.39,21.24,228.1
4,0.6816137102442706,0.694924948529006,0.6705238320961833,98.32,-0.0016729008406400681,1.7947,215.71,20.43,21.27,216.55
5,0.6848780465747619,0.6977843508992917,0.6681901392393359,96.0,-0.8366864398121834,1.7214,208.09,20.65,21.48,208.93
6,0.6874976740767907,0.7026184090178444,0.6732421977871682,94.34,0.19429317508873187,1.8631,202.25,19.96,20.79,203.08
7,0.6885142366317882,0.7014259278979312,0.6738063712479507,92.92,-0.35097114741802216,1.8238,197.44,20.37,21.2,198.26
8,0.6893559038422533,0.7006693906001155,0.6763965176913609,91.72,-0.3491040236855808,1.7731,191.35,20.08,20.9,192.17
9,0.6931105725441284,0.7087347219588024,0.6781403594672643,89.34,-0.32194436838229495,1.8013,187.99,20.28,21.1,188.81
10,0.6937232277246299,0.7093245661658407,0.684013052867238,88.76,-0.6703049099693695,1.7363,185.01,19.95,20.77,185.83
11,0.693866840420138,0.7086449563729331,0.6828462003421769,87.88,-0.19585592299699783,1.6699,181.39,19.74,20.56,182.2
12,0.6952019149594871,0.7082731141634715,0.6791533423404907,86.74,0.336491403894292,1.7596,177.43,19.81,20.63,178.25
13,0.6942958820747598,0.7073627254830973,0.6817691208317569,86.96,-0.1749925980758336,1.8567,175.51,19.84,20.65,176.33
14,0.6953752721547997,0.7066318437163122,0.6832565159821322,87.96,0.06795554897851414,1.8148,179.33,20.11,20.93,180.15
15,0.6953839928899939,0.7062471661864571,0.6814357275332551,86.06,0.20575856996907127,1.7315,178.29,20.09,20.91,179.1
16,0.6961859085630393,0.7068882823811308,0.6841669165622976,87.16,0.16595732255114448,1.9101,176.59,19.53,20.35,177.41
17,0.6971124587945297,0.7074140104573272,0.6840002350044597,87.18,-0.014915708245502578,1.7281,177.63,19.77,20.59,178.44
