Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss
1,0.5801030959914928,0.5990327911178117,0.560448006392241,41.3,0.06954450830817223
2,0.5807175281149652,0.5984586061566358,0.568846795012379,43.3,-0.014308275282382965
3,0.5808624236954361,0.6038153988837724,0.5663105969255451,42.7,0.021424551494419575
4,0.5791409053338579,0.6048413948218349,0.562788000077248,43.55,-0.07053561322391033
5,0.5826894264296797,0.5986223913199433,0.5653584009952072,43.5,-0.0481543155387044
6,0.5862991463854558,0.6001452057600977,0.5701805946145538,42.6,-0.0602075956761837
7,0.5789130256613877,0.5999616013286595,0.5656553934056285,43.6,-0.0042728520929813385
