Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6225878886396682,0.6350864773838363,0.6089889129482982,96.74,-0.6089388955384493,1.8374,519.53,50.15,50.82,520.2
2,0.6305113236534495,0.6418721054914985,0.6168443049683873,95.76,-0.1549998229369521,1.8158,503.49,49.88,50.55,504.15
3,0.6355349193707359,0.652171812126821,0.6183245884034343,93.24,-0.3178687944616142,1.8704,497.86,50.57,51.23,498.52
4,0.6426960765268471,0.6590382756195233,0.632063747651423,89.18,0.2730657292736901,1.8419,481.06,51.53,52.18,481.7
5,0.6498428043875899,0.665270343946601,0.6379537336114096,88.12,-0.2981153991487291,1.7809,465.53,51.56,52.2,466.17
6,0.6584829910581437,0.6741706426318362,0.6353912467578422,83.02,-0.2064542086685405,1.8661,440.47,52.42,53.03,441.09
7,0.663512680559714,0.6743696580202879,0.6474697619617062,81.86,-0.29437937456018787,1.7739,428.51,52.44,53.05,429.12
8,0.6672077620523836,0.6807572257142964,0.6505733651794211,77.96,-0.2633282339666039,1.8455,408.43,52.57,53.16,409.01
9,0.6667330789864632,0.6784435199652298,0.6555366273203461,77.68,-0.12240404565818608,1.7828,410.81,52.75,53.33,411.4
10,0.6680016336605579,0.6816404073694834,0.6540314818335011,77.96,-0.13781083980575204,1.9021,402.43,51.75,52.34,403.02
11,0.667826117557657,0.6798180541725288,0.6564882184272387,78.38,-0.10578998597338796,1.8468,414.57,52.59,53.18,415.17
12,0.6690168023320874,0.6863984317887064,0.6543113535933882,77.42,-0.28932048892602324,1.8592,405.56,52.75,53.33,406.15
13,0.6687723702120781,0.682094452235721,0.656525543407149,76.16,-0.31376032484695315,1.8022,398.03,52.19,52.77,398.61
14,0.6712410668250306,0.6826666538457263,0.6579436195025073,77.34,-0.05688284174539149,1.7652,403.47,52.52,53.11,404.06
15,0.6699524842776508,0.684930594819629,0.6552505153570755,77.98,-0.4203289467841387,1.7644,407.11,52.14,52.73,407.7
16,0.6700552319988269,0.6794635407584066,0.6597099927466644,77.06,-0.46960335364565253,1.722,413.09,52.91,53.49,413.67
17,0.668795880964987,0.6850487637437365,0.6528497507597676,76.98,0.0012758991215378046,1.8643,410.7,51.95,52.54,411.29
18,0.6694932256038372,0.6807323369640664,0.6568427394262687,76.58,-0.011304100044071674,1.8381,415.61,52.62,53.2,416.19
19,0.6704338809594114,0.6834378943351559,0.6591564466522796,76.18,0.04907038086093962,1.8048,408.95,51.58,52.16,409.53
20,0.670257866713026,0.6802223388256683,0.6559160201603764,75.8,-0.40580948255956173,1.763,408.48,51.76,52.33,409.06
