Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6290262923579469,0.6404019376100449,0.6172991128754691,90.4,-0.8952402174472809,1.7486,886.16,93.95,94.29,886.49
2,0.6401161287831425,0.6516711174289284,0.6292719021890794,89.14,0.7612289587656657,1.7816,899.94,97.27,97.6,900.27
3,0.6436723438750517,0.6579203014092041,0.6339164158649657,89.78,-0.2391589730978012,1.8519,893.06,98.64,98.97,893.39
4,0.6527234745379382,0.6636330310953144,0.6370363326082902,87.72,0.1529555767774582,1.8892,873.72,99.88,100.19,874.04
5,0.6542030629982396,0.6686017468683236,0.6435514061617327,87.34,-0.4131360550721486,1.8575,861.67,99.98,100.29,861.99
6,0.651582607770118,0.6704365253541176,0.6375129186133498,87.58,-0.04233383470111423,1.8258,857.57,100.27,100.58,857.88
7,0.6533803141566544,0.6669753123773671,0.6419055253999235,87.44,0.047799043357372284,1.8071,871.32,99.91,100.22,871.63
8,0.6530968544601581,0.664696584464464,0.637289781048834,86.98,-0.0416934299800131,1.9116,864.52,101.13,101.44,864.83
9,0.6553726492538497,0.6744450847455208,0.638172193640292,85.72,0.07772653053204219,1.8647,866.32,100.84,101.14,866.62
10,0.6636342305871844,0.6775914389804,0.6498433478626966,84.64,0.21340885903272364,1.8505,832.81,102.02,102.31,833.1
11,0.666557221771482,0.6794526550161376,0.6560754110232511,83.38,-0.0516807014013038,1.787,820.3,102.76,103.04,820.58
12,0.6666304285589176,0.6794378812300579,0.6504287541889019,82.18,-0.024083950940300438,1.8825,807.84,103.02,103.29,808.11
13,0.6664783424202692,0.6793896914937181,0.6551066970775159,81.94,0.16100206182283514,1.8291,793.21,100.97,101.24,793.48
14,0.6635242989195933,0.6746099141385058,0.6520699753552769,82.36,0.13997457779067404,1.9145,817.06,101.85,102.13,817.33
15,0.665711259408438,0.6793360463753157,0.6476135962212872,80.9,-0.8396892249584198,1.805,805.41,102.55,102.81,805.67
16,0.6608937669526861,0.6718227331194875,0.6478390563814712,83.28,0.05435134886818774,1.8489,830.78,102.39,102.67,831.06
17,0.6583754877404497,0.6697780236649225,0.6425205008613365,84.56,-0.10656881770666908,1.8551,847.66,100.77,101.06,847.95
18,0.6634976467897296,0.6797574261718178,0.6489819264581539,81.92,-0.21444605904466965,1.7398,826.59,101.17,101.44,826.86
19,0.6671539961494366,0.6792753999461711,0.6502927059707428,82.6,0.20651039831778584,1.8357,816.21,102.92,103.19,816.48
20,0.6715926824303609,0.6884159243577204,0.6571164043508083,80.58,-0.2724553745459108,1.7301,794.0,103.06,103.31,794.26
