Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6257012877945687,0.6405332900637685,0.6127999531337209,101.2,-0.03758558559985388,1.8891,201.27,17.16,18.04,202.15
2,0.6299626199529753,0.6442666266668421,0.6106666191464395,101.0,-0.3338447589249838,1.7821,199.62,17.24,18.12,200.5
3,0.6376799545767662,0.6506666215442491,0.619199951280868,93.42,-0.08116233623341511,1.787,183.95,16.91,17.78,184.82
4,0.6444212882348939,0.661333291916621,0.6258666166396386,89.8,-0.35826777335670257,1.9022,171.42,17.08,17.94,172.28
5,0.6480746217622319,0.6631999559674958,0.6341332896278034,88.44,0.27233270059029263,1.7986,165.48,17.08,17.94,166.34
6,0.6495252880212707,0.664799960436141,0.6367999565124525,87.22,0.06753404769632551,1.8576,163.18,16.99,17.86,164.04
7,0.6532586205044717,0.6671999568394266,0.6431999520438075,86.12,0.01947807375755575,1.7142,162.19,17.07,17.93,163.06
8,0.6555199551674994,0.6733332861400801,0.6346666199093791,83.04,-0.41263562090256634,1.8299,152.2,16.89,17.75,153.05
9,0.6591092886643198,0.6701332902817514,0.6477332882109159,82.28,-0.23229256228489034,1.7685,147.49,16.87,17.73,148.35
10,0.6611359549625958,0.6709332857041149,0.6450666204543356,80.82,-0.1166336409309331,1.8529,147.19,17.01,17.86,148.04
11,0.6623466224510571,0.6746666207813097,0.6469332897367948,81.96,-0.34561830802875404,1.7301,144.37,16.91,17.76,145.22
12,0.6608746221219033,0.67333329180763,0.6434666169666127,81.2,-0.08850898768971949,1.8078,144.28,16.77,17.63,145.13
13,0.6608372891547808,0.6706666200183702,0.6453332893008293,82.2,-0.13392427169224796,1.8214,143.41,16.52,17.37,144.26
14,0.6611199563664042,0.6746666206723183,0.6477332897367948,79.64,-0.09268011106178164,1.827,141.89,16.8,17.65,142.74
15,0.6624159562029172,0.6722666187104742,0.6517332859220976,80.58,0.21192022763630924,1.819,141.24,16.67,17.52,142.09
16,0.6611039565778474,0.674933287338985,0.6495999518258249,79.98,-0.22952007921412587,1.8415,141.84,16.54,17.39,142.69
17,0.6617119571162645,0.6711999585832881,0.6482666227431539,79.92,-0.37734684479587216,1.8209,141.84,16.46,17.31,142.69
18,0.6621492892092765,0.6722666227431537,0.6503999573843835,80.1,-0.30016422096420736,1.7608,141.57,16.81,17.66,142.42
19,0.6623519561876584,0.6719999586922795,0.6493332877749506,79.1,0.1330245522891774,1.771,144.85,16.77,17.61,145.7
20,0.6626826233317071,0.6759999562944699,0.650399956948418,79.92,0.24523692578077316,1.8048,144.98,16.61,17.46,145.83
