Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6303400695585616,0.6434513828471676,0.6107426801106709,100.63,0.24399797164085435,1.8229,517.11,48.21,48.89,517.79
2,0.6436411616585807,0.6579305853628648,0.6255791870462194,95.72,-0.27778256292405884,1.8063,491.96,49.39,50.05,492.63
3,0.6643061378351276,0.6835437000772491,0.6517178880253331,86.2,-0.2307089626789093,1.7928,428.1,50.5,51.13,428.73
4,0.6741990302272931,0.6877799959921375,0.660645902157141,82.28,0.11094908100185973,1.8397,407.84,51.35,51.96,408.45
5,0.6765520633863937,0.6899192871749653,0.6625178937571062,79.78,0.2624442914966494,1.7914,391.52,51.06,51.66,392.12
6,0.6777289576021721,0.6880860000463498,0.661721388087775,79.62,-0.1935176373226568,1.84,390.66,50.84,51.43,391.26
7,0.6781142216931982,0.694541693932201,0.6632892001467717,77.59,-0.06834787881422427,1.8868,391.5,51.34,51.93,392.09
8,0.6781035112004807,0.6932348950310482,0.6656309869239107,79.43,-0.299951686989516,1.8299,391.92,50.91,51.51,392.51
9,0.6767685150092629,0.6884262007151855,0.6581231957758441,79.16,0.013662930577993393,1.8333,401.5,51.6,52.19,402.09
10,0.6771777714956114,0.6948783019138112,0.6657470923949729,79.17,0.07677077886182815,1.8549,395.64,51.08,51.68,396.23
11,0.6772447053556607,0.6890957882622258,0.6618104926627649,78.2,-0.1257080418928977,1.873,389.19,51.11,51.7,389.78
12,0.6779916686128992,0.692121596026255,0.6667262957391513,78.54,-0.3100863783620298,1.8476,390.38,51.11,51.71,390.97
13,0.6785007633057202,0.6935678933625001,0.6639173959039462,77.58,0.01197185205115426,1.8746,397.41,50.97,51.56,398.0
14,0.6789522418921702,0.6934157987756266,0.6638894981550707,76.06,-0.018378072294096152,1.8795,392.68,50.2,50.78,393.26
15,0.6780789606258664,0.686278803168441,0.6691967981872574,77.57,-0.08792476139722331,1.8324,389.62,50.55,51.13,390.21
16,0.6784958578019306,0.6911513980765358,0.6627258046245588,77.33,-0.07425566534361532,1.815,396.44,51.24,51.82,397.02
17,0.6792218883977672,0.6938009996819987,0.6633171014014017,77.65,0.04051705575998752,1.8694,393.09,50.86,51.44,393.68
18,0.6789780512800482,0.6912305942959085,0.6662618956516041,77.46,-0.13656518187734387,1.8058,395.96,51.02,51.61,396.54
19,0.6791872485288848,0.6954876011226669,0.6655536058019411,76.24,0.05962056137861744,1.7799,395.08,50.11,50.69,395.66
20,0.6798887171435544,0.6913466966056125,0.6659792948147548,76.51,-0.1953518078211815,1.8182,396.02,50.23,50.81,396.6
