Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6238120972020909,0.6400932797379131,0.6057298364615196,97.5,-1.9944814852414987,1.8208,517.8,50.04,50.71,518.47
2,0.673430188319461,0.6868648943205053,0.6599152440277797,74.76,0.0373154370735089,1.8411,400.21,52.02,52.6,400.78
3,0.6742881848152034,0.6881337018701628,0.6607237964359518,73.86,0.2440460635156467,1.8326,398.06,52.22,52.79,398.62
4,0.6751386569936932,0.6890977445500486,0.65668725681509,73.03,0.08834106821952195,1.8242,400.53,52.46,53.02,401.09
5,0.6744018173310914,0.6873562497953648,0.6635101833955208,73.79,0.010468841468294462,1.8691,402.68,52.0,52.56,403.24
6,0.6744199173036745,0.6848932862974131,0.6629068871219153,74.09,-0.0991427667438984,1.8503,402.56,52.52,53.09,403.13
7,0.6733216542096985,0.6880839422064706,0.6630996971352817,73.59,-0.3571478359401226,1.8183,395.93,52.27,52.84,396.5
8,0.673135937721254,0.6887370003725294,0.6575704411394525,76.18,-1.1576928313701385,1.8056,404.78,52.96,53.54,405.36
9,0.6727556074938402,0.6846320500254297,0.65500173002638,76.08,-0.19539354044583537,1.8276,414.72,52.8,53.38,415.3
10,0.6740296966650396,0.6886685827486961,0.662577236945151,74.09,-0.4986513553808133,1.8462,402.16,52.39,52.96,402.73
11,0.6739779493435651,0.6881399244681059,0.6615074609569267,73.21,-0.14527243052919706,1.7744,398.08,51.8,52.36,398.64
12,0.6719686362706857,0.6854281589459879,0.6622040646633686,74.15,0.07591056997577349,1.7575,422.53,51.09,51.66,423.1
13,0.6716226992814769,0.6838110654669686,0.6584785051989035,74.86,-1.2404165711874764,1.7804,423.19,51.4,51.98,423.76
14,0.6757416500077552,0.6895704472607628,0.6654133921342424,75.36,-0.2849384463081757,1.7727,407.17,51.78,52.36,407.75
15,0.6752460092203214,0.6925309865960818,0.6604874424058578,75.16,-0.22627724061409632,1.8706,404.98,52.83,53.41,405.55
16,0.6750938763203242,0.6859132976550532,0.6616318695261149,73.76,0.12701893995205563,1.7743,398.17,51.66,52.23,398.74
17,0.6757071939680966,0.691193757074059,0.6623595509357669,72.69,-0.04757269998562747,1.8564,398.91,52.25,52.81,399.47
18,0.6761033830463511,0.688171016998589,0.662583461471574,71.66,0.082491311212552,1.7715,392.8,51.43,51.98,393.35
19,0.6752743059645389,0.6885317666479186,0.6654631522717134,72.13,0.17974994707338768,1.7871,394.14,51.68,52.24,394.69
20,0.6754658089970714,0.6893589740712408,0.6636221330025468,71.18,0.09995028712520641,1.8726,389.61,51.63,52.18,390.16
