Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6771318666910032,0.6924348455883711,0.6654250024798171,162.78,0.04081421869341284,1.845,242.98,12.3,13.22,243.91
2,0.6809856836131281,0.6930813117937555,0.66288342400787,158.1,0.10227728018071502,1.7671,231.52,11.92,12.84,232.45
3,0.6927067136617666,0.7079234393452193,0.6841813430239563,142.54,-0.4313698884356639,1.8508,186.92,11.47,12.39,187.84
4,0.7060100770842348,0.7158049988966255,0.6896630113917471,129.6,0.030351336902150743,1.8396,162.33,10.95,11.86,163.24
5,0.7063037318557883,0.7169562359114388,0.6942768248842812,130.8,-0.19025728600816086,1.8313,162.45,10.87,11.78,163.35
6,0.7103739817247997,0.7191258803077631,0.7024329132400562,125.54,-0.2560256777703762,1.8367,154.23,10.57,11.47,155.14
7,0.7094937262418273,0.7182934430424265,0.6987400895443271,126.2,-0.10660864871281844,1.8155,153.26,10.81,11.71,154.16
8,0.7113378344454533,0.7192587141278923,0.7022912184711747,126.12,-0.05546392701566219,1.8581,154.24,10.53,11.43,155.15
9,0.7108144633132031,0.7183820004891416,0.7018750022961295,124.52,-0.26515893802046775,1.7029,152.57,10.61,11.52,153.47
10,0.712059396057462,0.7281143999875074,0.6999444640966654,125.38,-0.08335675591602922,1.8983,155.07,10.35,11.25,155.97
11,0.7097328302340478,0.7175938450255257,0.6995282484346812,122.86,nan,nan,152.58,10.38,11.28,153.48
12,0.7119492310659916,0.7209678617889306,0.7033539020107409,123.8,0.015289306156337262,1.7841,153.33,10.37,11.27,154.23
13,0.7108433333145661,0.7198609004191123,0.6992979982206537,124.02,0.09231151387095451,1.8472,150.61,10.27,11.18,151.52
14,0.7117829216778792,0.7259447540520015,0.7031679340798243,123.42,-0.19252572149038316,1.852,152.82,10.27,11.17,153.72
15,0.7099017971662055,0.7198609004191125,0.7015561971183463,128.88,0.20141124116400114,1.8491,172.08,10.22,11.13,172.98
16,0.7101780944676831,0.7187982156380665,0.7019192836671327,125.58,-0.08438873505219817,1.7397,166.14,10.22,11.12,167.04
