Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.675975782378771,0.7100864722939477,0.6412457024140631,196.0,-0.40596409371265996,1.7564,330.85,10.2,12.59,333.25
2,0.6911809226013093,0.7199967126143106,0.6510674568870797,196.0,-0.21029838422934213,1.8762,290.9,10.03,12.04,292.91
3,0.725436729266262,0.7418523317642631,0.7003532034467664,194.24,-0.5952703095972538,1.7812,202.0,9.14,10.37,203.23
4,0.7397180908426557,0.7523819626683154,0.7200852014045908,191.38,-0.23252893484344608,1.8268,172.22,8.54,9.58,173.26
5,0.7423177588589462,0.7530013480623151,0.7299069520486287,187.38,-0.0974408719492586,1.7798,174.2,8.5,9.47,175.16
6,0.7393553050373046,0.7529128642402134,0.7199967123927994,189.2,0.0805195951834321,1.8735,184.1,8.46,9.49,185.13
7,0.7389854408046567,0.7487541016275691,0.7152185646076661,190.62,-0.11037464955678353,1.7837,183.99,8.59,9.63,185.03
8,0.73906330712758,0.7495504632414177,0.7199967121712881,190.86,-0.157157387290346,1.8816,188.11,8.59,9.64,189.15
9,0.7397198597741874,0.7522934736565241,0.7150415901915508,189.72,0.07945196070757352,1.8245,189.06,8.53,9.55,190.08
10,0.7390279135038059,0.7522934718527904,0.7200851977971234,190.52,-0.17111648972599935,1.8133,187.48,8.62,9.65,188.51
11,0.7185544213642302,0.7419408187508097,0.6903544729754121,195.54,nan,nan,233.3,9.16,10.53,234.67
12,0.71756339739928,0.7445953426223918,0.6953980828277405,195.52,-1.407088140398264,1.7456,228.91,9.33,10.74,230.32
13,0.7388615627644982,0.7543286096658395,0.7152185661898887,191.28,-0.02819654242576737,1.8567,193.33,8.55,9.61,194.39
14,0.7401994450645563,0.7557443616418665,0.7249518314296028,189.14,-0.07000373112724016,1.837,189.79,8.51,9.54,190.82
15,0.7387394538723197,0.7495504648236402,0.7247748588172211,191.96,0.1461767102472293,1.7637,187.12,8.47,9.53,188.18
16,0.7388474048105762,0.7481347144298357,0.7248633448860785,192.26,-0.014926368860821975,1.8239,193.41,8.47,9.52,194.46
17,0.7397039324463442,0.7544170984561196,0.7199082254062529,190.98,-0.09184300301498488,1.8029,188.08,8.44,9.49,189.13
18,0.7393641536125459,0.7509662120529997,0.7248633460252788,191.88,-0.1089240426295682,1.7343,197.29,8.45,9.53,198.37
19,0.7379271685532843,0.7522934754602577,0.7152185664113999,191.22,-0.16968710768299225,1.8225,196.18,8.56,9.65,197.27
20,0.7392119598695994,0.7515855976685107,0.7199967126143105,191.66,-0.0029135130737957204,1.8113,193.17,8.49,9.55,194.23
21,0.7380811308714462,0.7508777248449421,0.7199967139750217,192.3,0.06397516084344763,1.8638,192.41,8.42,9.5,193.48
22,0.7389288101566485,0.749461979419316,0.7199967123927994,192.12,0.21206943695552838,1.7589,188.74,8.48,9.54,189.8
23,0.7416258111569699,0.7537092226896173,0.7248633460252788,189.66,0.00542219680471298,1.8538,189.29,8.44,9.47,190.32
24,0.739341147097306,0.7550364858753641,0.7249518368408036,190.88,-0.18303991968815142,1.807,194.63,8.39,9.45,195.69
25,0.7392597422341283,0.7502583392294312,0.7199082303744314,190.04,-0.12941095913545445,1.8836,197.6,8.58,9.6,198.63
26,0.7372458400301737,0.7495504627983954,0.7200852000438793,192.76,-0.00015082984770599164,1.8701,195.48,8.51,9.58,196.56
27,0.7381059074745058,0.7494619760333601,0.720085199600857,191.74,-0.09358581605269328,1.8666,191.95,8.55,9.59,192.98
28,0.7412400201698759,0.7571601090927371,0.7298184652835934,190.62,0.06722883679545842,1.8506,191.34,8.52,9.53,192.35
29,0.7405498426930563,0.7494619778370937,0.7199967157787555,189.36,-0.2652892999252991,1.7918,188.84,8.47,9.48,189.85
30,0.7405179880791408,0.7494619760333601,0.7250403186376605,188.9,-10.49867556505912,1.7423,181.55,8.48,9.49,182.56
31,0.5140902295848149,0.5964726454012925,0.4533935447102086,196.0,nan,nan,662.3,13.73,20.29,668.86
32,0.5187250367046149,0.5767406456397346,0.443571790015681,196.0,nan,nan,661.34,13.68,20.18,667.85
33,0.5259311977530501,0.5915175229785329,0.46330378841652753,196.0,nan,nan,658.69,13.42,19.94,665.22
