Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6213049577882144,0.6368759662891395,0.6041519667835242,95.88,-0.633294029533863,1.8233,210.75,18.69,19.56,211.62
2,0.6314784133358523,0.6427367637940412,0.6127991660367972,89.86,0.45346491038799286,1.7653,192.09,18.53,19.4,192.95
3,0.6348428292383145,0.6544655655501372,0.6195887648137098,88.24,-0.06446733905209436,1.8694,185.99,18.26,19.12,186.86
4,0.6403675332318771,0.6553871662479407,0.6232895663947113,83.92,0.5231399851686814,1.8206,175.12,18.13,18.99,175.98
5,0.6450779170891237,0.6603263662865645,0.6300791657638557,82.8,0.22449027308646372,1.8684,172.03,18.09,18.95,172.89
6,0.6481030688761777,0.6646535648806582,0.6285383662788397,81.22,-0.12893065284280217,1.8953,165.35,17.87,18.73,166.2
7,0.649257228997199,0.6717599637657176,0.6340895668890962,78.1,-0.36279307305812836,1.854,158.88,17.85,18.7,159.72
8,0.6537565089448768,0.6637247653750429,0.6359399668015487,75.02,-0.2262105643749237,1.8413,154.48,17.67,18.51,155.32
9,0.655473132755208,0.6668207631348623,0.6414983647441872,76.1,-0.08460580706596374,1.8361,151.18,17.52,18.36,152.02
10,0.6602079966236812,0.6742223642498025,0.6455159643862737,73.3,0.055864950021107994,1.8077,147.04,17.49,18.32,147.87
11,0.6619787649452887,0.6770015648420342,0.6516791676255235,71.14,0.044070022801558174,1.7966,140.46,17.46,18.29,141.29
12,0.6608054529941606,0.6705143650351533,0.6470567650454532,71.26,-0.1571123443543911,1.7568,143.66,17.34,18.17,144.5
13,0.6626028605329409,0.6739127652977951,0.6486047645124446,71.58,-0.21018076886733372,1.7524,142.93,17.34,18.17,143.76
14,0.6635578690624476,0.674834365995599,0.6498287674221048,69.66,-0.19660754467671115,1.8337,141.46,17.18,18.01,142.29
15,0.6634857246367102,0.6788447644609461,0.6519959642008791,71.12,-0.2991613399769579,1.7994,144.51,17.53,18.36,145.35
16,0.664991820709323,0.6791615636961946,0.6482951652694713,70.92,-0.14285346517960232,1.7997,141.94,17.39,18.22,142.77
17,0.6637071966694117,0.6763751648883829,0.6495263658024796,69.96,-0.08923931221167246,1.7951,137.64,17.2,18.03,138.47
18,0.663211980743621,0.6837839648008357,0.6424199660342226,69.42,-0.17230668142437935,1.8454,137.57,16.95,17.77,138.39
19,0.6625026368763838,0.6807023649476062,0.649526365210248,69.7,0.09680816265089172,1.851,137.11,17.09,17.92,137.93
20,0.6634035010429813,0.6779231646566403,0.6489071658411036,68.64,-0.21364599679197585,1.7317,137.05,17.09,17.92,137.88
