Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6768553161791583,0.7101749595020054,0.646112337628765,196.0,-0.27111038947716737,1.857,330.54,10.18,12.58,332.94
2,0.7302485043403807,0.7439759531779025,0.7103519305321645,193.52,-0.5658186382781236,1.7936,183.7,8.97,10.12,184.85
3,0.7373874160625572,0.7545055838604436,0.710351934361143,191.52,-0.1369710394279345,1.8419,167.97,8.89,9.96,169.04
4,0.7372033690423564,0.7530898368525953,0.7248633476075014,192.5,-0.4338564159682928,1.7895,175.28,8.89,9.98,176.37
5,0.7391181675061291,0.7530898368525952,0.7249518334548476,191.36,0.19722279493147746,1.7752,173.95,8.62,9.66,175.0
6,0.739580055192234,0.753001347840804,0.7200851977971234,190.06,-0.38385946524182435,1.8122,175.17,8.62,9.67,176.22
7,0.7397127824911537,0.7537092208858835,0.7249518352585812,191.48,-0.036414508144126126,1.834,180.28,8.7,9.74,181.32
8,0.7371520466243353,0.7501698486354174,0.7199967121712881,191.78,-0.06391802491424114,1.8899,184.68,8.73,9.82,185.78
9,0.7327119062769989,0.7495504650451513,0.7003532034467663,192.3,-0.6133478362309305,1.7941,213.17,8.79,9.95,214.33
10,0.738946508229883,0.7530013496445376,0.7101749583628051,190.98,-0.33540224771652566,1.8248,191.31,8.61,9.66,192.36
11,0.7374882867375057,0.7530013480623151,0.7150415895270174,192.12,0.047032812316166725,1.8978,193.87,8.64,9.72,194.96
12,0.7379006238857508,0.7502583394509423,0.715130078981831,191.46,-0.05203595623756067,1.8399,190.63,8.56,9.64,191.71
13,0.7401109599887015,0.7507892408013295,0.7199082254062529,191.54,-0.4001888330829771,1.838,184.89,8.45,9.53,185.97
14,0.7400578701283365,0.754417096652386,0.7199082251847417,189.9,-0.7569889264965528,1.8179,177.38,8.6,9.65,178.43
15,0.7406843388178155,0.757160105706781,0.7249518312080917,190.38,0.04662357915290877,1.916,181.59,8.57,9.59,182.61
16,0.7409568695050601,0.7495504616591951,0.7249518332333365,189.26,-0.2866342660333765,1.8707,178.07,8.48,9.52,179.1
17,0.7403817221956643,0.7537092226896173,0.7151300792033423,191.5,-0.6522775913686737,1.8019,178.84,8.45,9.47,179.86
18,0.7399959316977934,0.7494619794193162,0.7298184666443047,191.9,-0.10039839503894511,1.935,189.24,8.59,9.61,190.26
19,0.7401534336485764,0.7522934720743015,0.7200851982401456,191.04,-1.2522904323413968,1.7024,191.35,8.46,9.51,192.39
20,0.7328534806024807,0.7494619776155825,0.700264716681731,193.78,-0.3127540890593082,1.7726,223.34,8.63,9.79,224.5
21,0.7261499115995192,0.741763846359939,0.7102634433241068,194.88,0.07238908282412988,1.6422,257.92,8.8,10.15,259.27
22,0.7271002333898332,0.7446838329948944,0.705219837522268,194.82,-0.013027874636463821,1.8001,263.26,8.87,10.16,264.54
23,0.719032235266192,0.7397287101291125,0.690354476361368,195.56,-0.10638797390274704,1.8423,310.39,9.0,10.58,311.97
24,0.7000824394974603,0.7297299798792694,0.675577599465592,196.0,-0.0034625337530787173,1.8396,385.29,9.25,11.46,387.5
