Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6058358088668614,0.6195624340819749,0.5924231462570361,90.48,-0.15294853088102842,1.8154,206.13,19.87,20.73,207.0
2,0.6132943780872345,0.6253181033824471,0.5977406507621046,86.34,-0.11323572198549907,1.8565,192.82,19.43,20.29,193.68
3,0.6182596179213331,0.6309709957084123,0.6021655939182433,82.86,-0.8289235146606669,1.7574,184.26,19.88,20.73,185.11
4,0.6327867382730114,0.6511320767892035,0.6147966894635585,78.82,0.046551418490707874,1.8843,176.26,19.86,20.71,177.1
5,0.6337812139978227,0.6492441689490568,0.6159056296686058,78.22,0.16842985642142594,1.8153,171.85,19.67,20.52,172.7
6,0.6341135708196581,0.6449274176740192,0.6193352335804493,77.26,-0.0599953425116837,1.7949,169.54,19.66,20.51,170.38
7,0.6393194232580798,0.6513484496249204,0.6291912813202422,75.2,0.279631910721461,1.8416,163.77,19.53,20.37,164.61
8,0.6390355354228214,0.6560005945091061,0.6225430534682371,75.84,0.0812391459941864,1.8957,163.68,19.82,20.66,164.53
9,0.6396581654464396,0.6497959419095735,0.6249827189354512,76.48,-0.3625417444854975,1.9033,165.41,19.86,20.7,166.26
10,0.6417718582825074,0.6532309466210828,0.6235437963095947,74.9,-0.023327753879129887,1.8536,160.06,19.73,20.57,160.9
11,0.6420082516179001,0.6531227565043152,0.6265352352751378,73.32,-0.17079769025246302,1.7905,158.7,19.77,20.61,159.53
12,0.6428925922078003,0.6529009715980927,0.6306356047457643,75.08,0.20212473819653193,1.8363,160.89,20.02,20.86,161.73
13,0.6441707413764811,0.662870619954283,0.6241009693810683,75.5,-0.05604551136493683,1.8664,161.08,19.86,20.71,161.92
14,0.6431709631116207,0.6610963151835763,0.6222130639939638,73.12,-0.111180579662323,1.9156,158.48,19.88,20.72,159.32
15,0.6436659279150541,0.6632005949772733,0.6260916582583319,73.42,0.11558710808555285,1.8596,156.93,19.72,20.56,157.76
16,0.6412417306173381,0.6585484500930878,0.6273087839797252,73.72,0.0047800696765383085,1.808,159.55,19.9,20.73,160.39
17,0.6432983014896011,0.6532309466210829,0.6305220037850121,74.78,0.052903983276337385,1.8219,161.17,19.86,20.7,162.01
18,0.6458168407592069,0.661875270859127,0.6352877496299497,74.32,0.11274869268527254,1.7614,162.79,19.56,20.4,163.62
19,0.6435656371718547,0.659213817649602,0.630078430103415,73.42,-0.18736128409703573,1.7552,159.63,19.82,20.65,160.46
20,0.6420268597656394,0.6538963126067211,0.6286395083597255,73.84,-0.052983459830284116,1.7768,162.09,19.8,20.64,162.93
