Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6396801178554317,0.6519538405327114,0.6254306093872124,84.94,-0.2755047201233752,1.7764,1593.98,186.67,186.3,1593.62
2,0.6445197225561201,0.6575438243776538,0.6258945482823558,84.89,0.015543585752739626,1.8554,1585.53,187.51,187.14,1585.17
3,0.646645301716504,0.6622993148720773,0.6300513156191608,85.42,-0.06455607799922719,1.8361,1658.74,189.37,189.01,1658.39
4,0.658264172232072,0.671396686356594,0.6364165148300386,82.55,-0.0081852064891295,1.8167,1616.09,196.14,195.73,1615.68
5,0.6679828187280354,0.6819719202831729,0.649394268967274,79.99,-0.16974413092248142,1.7937,1534.28,198.99,198.54,1533.83
6,0.6714891110938435,0.6848429656046365,0.6585098988343959,77.8,-0.1696770438744176,1.7676,1496.45,200.54,200.05,1495.96
7,0.6739598724110152,0.6904536381859135,0.6583794036767466,76.66,-0.3279873731235663,1.8419,1478.03,199.92,199.41,1477.52
8,0.6740703726060375,0.6864655880060562,0.6561752153894305,77.37,-0.16885375159402047,1.8231,1480.41,198.42,197.92,1479.91
9,0.6729262200831059,0.691646645696379,0.6592536436058696,75.38,0.08001820606489976,1.8676,1507.14,198.63,198.09,1506.6
10,0.6717569858564809,0.6833593661407464,0.6602352760271853,75.81,0.06786337556938331,1.8298,1504.56,196.96,196.43,1504.03
11,0.6727630750807903,0.6851007779497221,0.6558730791419088,75.57,-0.19406526510914165,1.8702,1540.5,195.67,195.14,1539.96
12,0.6712490726169338,0.682810773115882,0.6548094292302412,74.07,0.06515703928367846,1.8147,1524.78,194.0,193.44,1524.22
13,0.6719739799468297,0.6836857126737828,0.657627119648353,72.91,-0.08972150838623444,1.7765,1490.09,190.62,190.02,1489.5
14,0.6751973407330641,0.6855484814868615,0.662286191368289,72.11,-0.38331938316595965,1.7875,1444.24,192.2,191.59,1443.63
15,0.6744030837543274,0.6887395465234059,0.662699703476937,70.26,-0.01097767986357212,1.8009,1381.51,194.28,193.63,1380.86
16,0.6764801546112316,0.6909168031182771,0.6567701711660692,70.18,0.05229413642414978,1.8228,1392.78,193.24,192.58,1392.13
17,0.6775805829994772,0.6907105966681535,0.6655134022089906,70.47,-0.08988360994096313,1.8257,1395.55,191.94,191.3,1394.9
18,0.6773571594778756,0.6900239053506553,0.6613680225252303,70.98,-0.03078498598188162,1.8898,1375.85,191.45,190.82,1375.22
19,0.6771967528142493,0.6897977652300443,0.6604203009764361,69.65,-0.04281478375196457,1.8731,1388.64,190.78,190.11,1387.98
20,0.6768400781946627,0.6905121487616572,0.6618575371376171,69.15,-0.392976670459445,1.881,1380.35,188.53,187.86,1379.67
