Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6234606268569617,0.637549454056395,0.6103074759154336,98.22,0.6305052153766155,1.7628,526.26,50.08,50.76,526.94
2,0.6416062717577742,0.6549955106247751,0.619021173316653,88.42,-0.2004474682940377,1.8325,477.36,50.17,50.81,478.0
3,0.6665923918331004,0.6822934693146504,0.6536396371646821,78.02,-0.28174664732068777,1.8377,409.13,52.37,52.96,409.72
4,0.6720542204522091,0.6838981292598579,0.6610285561453161,77.66,0.030819213017821312,1.7668,402.59,52.46,53.05,403.18
5,0.6721909262012611,0.6828408030896441,0.6617313654559478,74.62,-0.13983318458000818,1.8813,392.54,51.68,52.25,393.11
6,0.671753314009198,0.687250514331667,0.6604439044014491,74.58,-0.33087985310703516,1.7201,396.78,51.7,52.27,397.35
7,0.6727000655651496,0.6808442978127719,0.6644431363742497,73.3,-0.17080242310961088,1.7878,395.43,51.41,51.98,395.99
8,0.672615849590722,0.6892967798683473,0.6596229146002812,72.96,-0.12496742804845175,1.8545,396.43,51.04,51.6,396.99
9,0.6721165384725544,0.6823929852277143,0.661364429149129,71.62,0.5598012598852317,1.8462,403.49,50.08,50.63,404.04
10,0.66708460720032,0.6771684931385289,0.6568738475047017,72.22,-0.21373151242733002,1.7462,422.48,47.99,48.55,423.04
11,0.6569397676090296,0.6693130947435574,0.6384948337603139,75.06,0.01380888856947422,1.8619,491.8,45.88,46.46,492.37
12,0.6568968513165665,0.6682930764371631,0.6436384584499182,74.42,-0.3481028700868289,1.8181,480.24,45.16,45.73,480.81
13,0.6680441710281757,0.6782507023246932,0.6555801530821341,71.3,-0.19942238554358482,1.8487,405.9,48.57,49.12,406.45
14,0.6702910752651721,0.6805084382994195,0.6589822976819527,71.62,0.06186051021019618,1.7197,411.13,49.27,49.82,411.69
15,0.6724241592451875,0.6816217526279235,0.6628135914089859,71.74,0.01234449545542399,1.8258,412.86,49.82,50.37,413.41
16,0.6726892407819578,0.6852540145844381,0.6613270932367189,71.66,0.17412101303537686,1.7843,398.72,50.06,50.62,399.27
17,0.6719214895159825,0.6837799654027364,0.6627513925750717,71.04,-0.09606574103236198,1.8907,405.72,49.78,50.33,406.27
18,0.6715571426823872,0.6883513824922597,0.6615634353200261,71.2,0.1396356481127441,1.8455,411.02,48.75,49.3,411.57
19,0.6703688194306057,0.6829278700210392,0.6571661602720936,69.3,0.21627012932939188,1.7612,403.84,49.49,50.03,404.37
20,0.6721634319989633,0.6860874362689772,0.6620174732842193,69.3,-0.016808187322957174,1.8625,400.95,49.14,49.68,401.49
