Iteration,PhiMean,PhiMax,PhiMin,AvgSteps,Loss,AdvVar,AvgCandsBefore,AvgFiltered,AvgAdded,AvgCandsAfter
1,0.6790337996358449,0.71008647273697,0.6559340887158255,196.0,-0.6041782482121235,1.8326,327.55,10.21,12.58,329.92
2,0.7012504346856008,0.7250403206629052,0.6707994510159256,196.0,-0.9048937037587166,1.7865,259.4,9.79,11.5,261.11
3,0.7130347720577316,0.7396402249462997,0.6856648137590481,195.1,-0.40304289273917676,1.8583,233.15,9.51,10.97,234.61
4,0.7191295694647368,0.7397287121543573,0.6856648155627816,195.36,-0.5570500813520107,1.8533,216.75,9.3,10.62,218.07
5,0.7275957457675477,0.7473383546197206,0.7003532052505,194.24,-0.8882608623942361,1.741,196.92,9.11,10.3,198.1
6,0.7298485554727798,0.746011092794685,0.7053968114953612,193.94,0.22962716226466,1.7524,178.67,8.94,10.08,179.82
7,0.7366901595293488,0.7522934768209691,0.7151300787603201,191.52,-0.9829079288205034,1.8303,176.11,8.82,9.87,177.16
8,0.5957647724119072,0.6312469769108873,0.5473638658212756,196.0,nan,nan,555.54,11.28,16.9,561.16
9,0.5977202743629277,0.6459353629911385,0.547275378834729,196.0,nan,nan,553.63,11.22,16.8,559.21
10,0.5947719786027994,0.621336735229813,0.5324985035211756,196.0,nan,nan,556.24,11.21,16.83,561.86
